pair_id,prompt,groundtruth
pair442,Does Right S1 Radiculopathy cause Right Obesity? Please answer in a single word: Yes or No.,Yes
pair442,Does Right Obesity cause Right S1 Radiculopathy? Please answer in a single word: Yes or No.,No
pair443,Does Left L5 Radiculopathy cause Left shin? Please answer in a single word: Yes or No.,Yes
pair443,Does Left shin cause Left L5 Radiculopathy? Please answer in a single word: Yes or No.,No
pair444,Does Left L1 Radiculopathy cause Lateral abdominal pain? Please answer in a single word: Yes or No.,Yes
pair444,Does Lateral abdominal pain cause Left L1 Radiculopathy? Please answer in a single word: Yes or No.,No
pair445,Does Left T9 Radiculopathy cause Lateral abdominal pain? Please answer in a single word: Yes or No.,Yes
pair445,Does Lateral abdominal pain cause Left T9 Radiculopathy? Please answer in a single word: Yes or No.,No
pair446,Does Right L4 Radiculopathy cause Right Hip trouble? Please answer in a single word: Yes or No.,Yes
pair446,Does Right Hip trouble cause Right L4 Radiculopathy? Please answer in a single word: Yes or No.,No
pair447,Does DLS T3-T4 cause Right T4 Radiculopathy? Please answer in a single word: Yes or No.,Yes
pair447,Does Right T4 Radiculopathy cause DLS T3-T4? Please answer in a single word: Yes or No.,No
pair448,Does Left C5 Radiculopathy cause Left shoulder impingement? Please answer in a single word: Yes or No.,Yes
pair448,Does Left shoulder impingement cause Left C5 Radiculopathy? Please answer in a single word: Yes or No.,No
pair449,Does Right C6 Radiculopathy cause Right Shoulder trouble? Please answer in a single word: Yes or No.,Yes
pair449,Does Right Shoulder trouble cause Right C6 Radiculopathy? Please answer in a single word: Yes or No.,No
pair450,Does Right C2 Radiculopathy cause Right Jaw trouble? Please answer in a single word: Yes or No.,Yes
pair450,Does Right Jaw trouble cause Right C2 Radiculopathy? Please answer in a single word: Yes or No.,No
pair451,Does Left T10 Radiculopathy cause Left Lower abdominal pain? Please answer in a single word: Yes or No.,Yes
pair451,Does Left Lower abdominal pain cause Left T10 Radiculopathy? Please answer in a single word: Yes or No.,No
pair452,Does Left L4 Radiculopathy cause lumbago? Please answer in a single word: Yes or No.,Yes
pair452,Does lumbago cause Left L4 Radiculopathy? Please answer in a single word: Yes or No.,No
pair453,Does Left T2 Radiculopathy cause Breast Backache? Please answer in a single word: Yes or No.,Yes
pair453,Does Breast Backache cause Left T2 Radiculopathy? Please answer in a single word: Yes or No.,No
pair454,Does Left T7 Radiculopathy cause Breast Backache? Please answer in a single word: Yes or No.,Yes
pair454,Does Breast Backache cause Left T7 Radiculopathy? Please answer in a single word: Yes or No.,No
pair455,Does DLS C3-C4 cause Left C4 Radiculopathy? Please answer in a single word: Yes or No.,Yes
pair455,Does Left C4 Radiculopathy cause DLS C3-C4? Please answer in a single word: Yes or No.,No
pair456,Does Left S1 Radiculopathy cause Left Knee trouble? Please answer in a single word: Yes or No.,Yes
pair456,Does Left Knee trouble cause Left S1 Radiculopathy? Please answer in a single word: Yes or No.,No
pair457,Does Right C2 Radiculopathy cause Forehead Headache? Please answer in a single word: Yes or No.,Yes
pair457,Does Forehead Headache cause Right C2 Radiculopathy? Please answer in a single word: Yes or No.,No
pair458,Does Right C2 Radiculopathy cause Right Headache? Please answer in a single word: Yes or No.,Yes
pair458,Does Right Headache cause Right C2 Radiculopathy? Please answer in a single word: Yes or No.,No
pair459,Does Right L5 Radiculopathy cause Right Hip arthritis? Please answer in a single word: Yes or No.,Yes
pair459,Does Right Hip arthritis cause Right L5 Radiculopathy? Please answer in a single word: Yes or No.,No
pair460,Does Right C6 Radiculopathy cause Right Hand pain? Please answer in a single word: Yes or No.,Yes
pair460,Does Right Hand pain cause Right C6 Radiculopathy? Please answer in a single word: Yes or No.,No
pair461,Does Left C6 Radiculopathy cause Left bend of arm pain? Please answer in a single word: Yes or No.,Yes
pair461,Does Left bend of arm pain cause Left C6 Radiculopathy? Please answer in a single word: Yes or No.,No
pair462,Does Left T12 Radiculopathy cause Abdominal pain? Please answer in a single word: Yes or No.,Yes
pair462,Does Abdominal pain cause Left T12 Radiculopathy? Please answer in a single word: Yes or No.,No
pair463,Does Left S2 Radiculopathy cause Left Adductor tendon? Please answer in a single word: Yes or No.,Yes
pair463,Does Left Adductor tendon cause Left S2 Radiculopathy? Please answer in a single word: Yes or No.,No
pair464,Does Left S1 Radiculopathy cause Calcaneal pain? Please answer in a single word: Yes or No.,Yes
pair464,Does Calcaneal pain cause Left S1 Radiculopathy? Please answer in a single word: Yes or No.,No
pair465,Does Left L5 Radiculopathy cause Left Tåledbesvär? Please answer in a single word: Yes or No.,Yes
pair465,Does Left Tåledbesvär cause Left L5 Radiculopathy? Please answer in a single word: Yes or No.,No
pair466,Does DLS C4-C5 cause Right C5 Radiculopathy? Please answer in a single word: Yes or No.,Yes
pair466,Does Right C5 Radiculopathy cause DLS C4-C5? Please answer in a single word: Yes or No.,No
pair467,Does Left T12 Radiculopathy cause Left Lower abdominal pain? Please answer in a single word: Yes or No.,Yes
pair467,Does Left Lower abdominal pain cause Left T12 Radiculopathy? Please answer in a single word: Yes or No.,No
pair468,Does Left T12 Radiculopathy cause Lower abdominal pain? Please answer in a single word: Yes or No.,Yes
pair468,Does Lower abdominal pain cause Left T12 Radiculopathy? Please answer in a single word: Yes or No.,No
pair469,Does Left T3 Radiculopathy cause chest pain? Please answer in a single word: Yes or No.,Yes
pair469,Does chest pain cause Left T3 Radiculopathy? Please answer in a single word: Yes or No.,No
pair470,Does DLS T10-T11 cause Right T11 Radiculopathy? Please answer in a single word: Yes or No.,Yes
pair470,Does Right T11 Radiculopathy cause DLS T10-T11? Please answer in a single word: Yes or No.,No
pair471,Does Left L2 Radiculopathy cause lumbago? Please answer in a single word: Yes or No.,Yes
pair471,Does lumbago cause Left L2 Radiculopathy? Please answer in a single word: Yes or No.,No
pair472,Does Right L3 Radiculopathy cause Right Leg pain? Please answer in a single word: Yes or No.,Yes
pair472,Does Right Leg pain cause Right L3 Radiculopathy? Please answer in a single word: Yes or No.,No
pair473,Does DLS L2-L3 cause Left L3 Radiculopathy? Please answer in a single word: Yes or No.,Yes
pair473,Does Left L3 Radiculopathy cause DLS L2-L3? Please answer in a single word: Yes or No.,No
pair474,Does Left T11 Radiculopathy cause Left Lower abdominal pain? Please answer in a single word: Yes or No.,Yes
pair474,Does Left Lower abdominal pain cause Left T11 Radiculopathy? Please answer in a single word: Yes or No.,No
